Country Code,State Code,ZIP/Postcode,City,Rate %,Tax Name,Priority,Compound,Shipping,Tax Class
US,NY,10954,CLARKSTOWN,8.3750,NY Tax,1,0,1,
US,NY,10956,CLARKSTOWN,8.3750,NY Tax,1,0,1,
US,NY,10958,ORANGE COUNTY,8.1250,NY Tax,1,0,1,
US,NY,10959,WARWICK,8.1250,NY Tax,1,0,1,
US,NY,10960,NYACK VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10962,ORANGETOWN,8.3750,NY Tax,1,0,1,
US,NY,10963,MOUNT HOPE,8.1250,NY Tax,1,0,1,
US,NY,10964,ORANGETOWN,8.3750,NY Tax,1,0,1,
US,NY,10965,ORANGETOWN,8.3750,NY Tax,1,0,1,
US,NY,10968,PIERMONT,8.3750,NY Tax,1,0,1,
US,NY,10969,WARWICK,8.1250,NY Tax,1,0,1,
US,NY,10970,HAVERSTRAW TOWN,8.3750,NY Tax,1,0,1,
US,NY,10973,ORANGE COUNTY,8.1250,NY Tax,1,0,1,
US,NY,10974,SLOATSBURG VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10975,TUXEDO,8.1250,NY Tax,1,0,1,
US,NY,10976,ORANGETOWN,8.3750,NY Tax,1,0,1,
US,NY,10977,SPRING VALLEY VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10979,GREENWOOD LAKE VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10980,STONY POINT,8.3750,NY Tax,1,0,1,
US,NY,10981,CHESTER TOWN, ORANGE COUNTY,8.1250,NY Tax,1,0,1,
US,NY,10982,AIRMONT VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10983,ORANGETOWN,8.3750,NY Tax,1,0,1,
US,NY,10984,HAVERSTRAW TOWN,8.3750,NY Tax,1,0,1,
US,NY,10985,CRAWFORD,8.1250,NY Tax,1,0,1,
US,NY,10986,STONY POINT,8.3750,NY Tax,1,0,1,
US,NY,10987,TUXEDO,8.1250,NY Tax,1,0,1,
US,NY,10988,UNIONVILLE VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10989,CLARKSTOWN,8.3750,NY Tax,1,0,1,
US,NY,10990,WARWICK,8.1250,NY Tax,1,0,1,
US,NY,10992,WASHINGTONVILLE VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10993,WEST HAVERSTRAW VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10994,CLARKSTOWN,8.3750,NY Tax,1,0,1,
US,NY,10996,HIGHLANDS,8.1250,NY Tax,1,0,1,
US,NY,10998,MINISINK,8.1250,NY Tax,1,0,1,
US,NY,11001,FLORAL PARK VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11002,FLORAL PARK VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11003,HEMPSTEAD TOWN,8.6250,NY Tax,1,0,1,
US,NY,11004,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11005,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11010,HEMPSTEAD TOWN,8.6250,NY Tax,1,0,1,
US,NY,11020,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11021,GREAT NECK PLAZA VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11022,GREAT NECK PLAZA VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11023,GREAT NECK VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11024,KINGS POINT VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11026,GREAT NECK VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11027,GREAT NECK VILLAGE,8.6250,NY Tax,1,0,1,
US,NY,11030,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11040,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11042,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11050,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11051,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11052,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11053,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11054,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11055,NORTH HEMPSTEAD,8.6250,NY Tax,1,0,1,
US,NY,11096,HEMPSTEAD TOWN,8.6250,NY Tax,1,0,1,
US,NY,11101,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11102,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11103,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11104,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11105,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11106,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11109,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11120,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11201,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11202,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11203,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11204,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11205,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11206,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11207,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11208,NEW YORK CITY,8.8750,NY Tax,1,0,1,
US,NY,11209,NEW YORK CITY,8.8750,NY Tax,1,0,1,
